Stadt,Jahr,Vegetationsindex NE,Vegetationsindex NW,Vegetationsindex SE,Vegetationsindex SW,Niederschlag [mm],Lufttemperatur [K],Temperatur [K],Taupunkttemperatur [K],Maximum Temperatur [K],Minimum Temperatur [K],Niederschlag [kg/m*m],Relative Luftfeuchtigkeit [%],Spezifische Luftfeuchtigkeit [g/kg],Temperatur [°C],Maximum Temperatur [°C],Minimum Temperatur [°C],Dengue Fälle
sj,2000-05-29,0.08,0.12,0.2,0.13,48.51,299.28,299.4,295.23,301.7,297.3,17.1,78.54,16.59,27.56,32.2,23.3,2
sj,2000-06-05,0.15,0.14,0.17,0.12,46.02,299.62,299.76,295.67,301.7,297.7,10.95,79.05,17.03,27.86,31.7,23.3,0
sj,2000-06-12,0.11,0.09,0.2,0.15,46.38,299.79,299.86,295.14,301.9,297.9,21.3,75.75,16.45,27.99,32.8,23.3,6
sj,2000-06-19,0.14,0.16,0.29,0.24,45.96,299.5,299.58,295.94,301.7,297.5,30.64,80.85,17.29,27.43,31.1,23.9,3
iq,2000-06-26,0.19,0.13,0.34,0.25,25.41,296.74,298.45,295.18,307.3,293.1,43.19,92.42,16.65,26.4,32.5,20.7,0
sj,2000-06-26,0.11,0.13,0.17,0.15,33.94,299.61,299.64,295.37,301.4,297.7,19.02,77.62,16.71,27.77,31.7,23.3,6
iq,2000-07-03,0.22,0.28,0.29,0.24,60.61,296.63,298.43,295.36,306.6,291.1,46.0,93.58,16.86,26.9,34.0,20.8,0
sj,2000-07-03,0.08,0.07,0.11,0.06,7.95,300.12,300.21,295.87,301.8,298.6,12.7,77.68,17.24,27.97,31.1,24.4,2
sj,2000-07-10,0.17,0.18,0.28,0.23,5.81,300.03,300.19,295.88,301.9,298.4,16.7,78.13,17.25,28.27,32.2,24.4,3
iq,2000-07-10,0.18,0.17,0.2,0.13,55.52,296.42,297.39,295.62,304.5,292.6,64.77,95.85,17.12,26.8,33.0,20.7,0
sj,2000-07-17,0.22,0.19,0.29,0.25,9.53,300.16,300.34,296.08,302.6,297.9,23.18,78.6,17.46,28.53,32.8,23.3,2
iq,2000-07-17,0.23,0.15,0.25,0.2,5.6,295.36,296.23,292.8,303.6,288.6,23.96,87.23,14.43,25.77,31.5,14.7,0
iq,2000-07-24,0.33,0.32,0.25,0.36,62.76,296.43,297.64,293.96,307.0,291.5,31.8,88.16,15.44,26.6,33.3,19.1,0
sj,2000-07-24,0.17,0.33,0.26,0.22,0.0,299.91,300.11,295.96,301.9,298.2,19.7,79.01,17.33,28.33,32.8,23.9,4
iq,2000-07-31,0.21,0.19,0.23,0.26,16.24,297.19,298.29,291.73,306.2,288.5,1.0,74.73,13.42,25.34,32.0,17.0,0
sj,2000-07-31,0.13,0.15,0.13,0.11,32.67,300.03,300.12,296.41,302.1,298.0,33.7,80.75,17.85,28.21,33.3,22.8,5
sj,2000-08-07,0.14,0.12,0.28,0.23,60.71,299.92,299.97,296.56,302.0,298.1,60.66,82.02,18.0,28.27,32.8,22.8,2
iq,2000-08-07,0.31,0.33,0.38,0.39,89.37,297.32,298.98,293.82,308.8,292.1,26.68,83.28,15.31,27.02,34.0,19.9,0
sj,2000-08-14,0.18,0.13,0.25,0.21,8.62,300.53,300.56,296.64,302.8,298.6,27.72,79.51,18.07,28.61,32.8,23.9,9
iq,2000-08-14,0.38,0.39,0.34,0.38,42.08,297.63,299.34,293.99,307.9,290.6,16.9,82.49,15.47,26.58,33.0,20.5,0
sj,2000-08-21,0.22,0.15,0.2,0.18,27.4,300.47,300.7,296.6,303.2,298.5,29.66,79.56,18.04,28.73,32.8,23.9,2
iq,2000-08-21,0.41,0.32,0.41,0.3,49.22,298.24,299.57,292.9,310.1,291.3,5.59,74.74,14.44,26.9,34.0,19.0,0
sj,2000-08-28,0.14218700475435816,0.24,0.28,0.19,164.26,299.96,300.09,296.74,302.3,298.4,87.78,82.68,18.23,27.19,31.1,21.7,4
iq,2000-08-28,0.33,0.32,0.31,0.32,53.65,299.22,300.93,293.47,310.5,292.9,16.07,74.15,15.06,27.12,34.0,20.0,0
iq,2000-09-04,0.3,0.3,0.31,0.27,23.12,300.8,301.94,290.64,312.8,291.5,2.5,57.79,12.65,28.37,35.8,21.7,1
sj,2000-09-04,0.16,0.08,0.25,0.21,26.9,300.52,300.54,296.89,302.8,298.0,22.0,80.68,18.4,27.99,31.7,23.9,8
iq,2000-09-11,0.28,0.31,0.39,0.33,34.62,299.86,301.37,293.64,310.7,292.3,4.1,71.66,15.23,27.42,34.5,20.5,0
sj,2000-09-11,0.06,0.15,0.3,0.25,30.52,300.79,300.89,296.81,302.7,299.1,18.79,78.95,18.31,28.19,33.3,22.8,6
iq,2000-09-18,0.35,0.3,0.4,0.24,97.55,297.44,298.51,292.71,310.2,288.3,3.2,77.49,14.34,27.53,36.0,20.5,0
sj,2000-09-18,0.2,0.14,0.17,0.21,50.88,300.58,300.78,296.68,303.1,297.8,56.4,79.58,18.16,27.76,31.7,23.9,3
sj,2000-09-25,0.14218700475435816,0.13,0.1,0.14,42.65,299.88,299.92,296.6,301.5,298.8,42.8,82.28,18.09,27.53,31.1,23.9,11
iq,2000-09-25,0.18,0.1,0.23,0.18,95.89,299.36,300.89,293.22,310.8,290.0,2.6,71.46,14.8,27.15,34.0,20.5,0
sj,2000-10-02,0.25,0.16,0.37,0.27,126.67,300.2,300.27,296.97,302.1,298.8,35.3,82.59,18.49,27.77,32.8,23.9,14
iq,2000-10-02,0.34,0.28,0.28,0.26,46.22,298.37,300.5,294.66,309.8,292.7,16.6,82.37,16.15,26.7,34.0,20.0,0
sj,2000-10-09,0.38,0.26,0.39,0.27,8.57,300.27,300.24,295.74,302.7,298.1,15.4,76.37,17.13,27.8,32.8,23.3,15
iq,2000-10-09,0.22,0.13,0.35,0.1,31.1,298.47,300.29,294.59,309.2,291.9,21.9,81.52,16.07,27.66,34.0,21.0,1
sj,2000-10-16,0.1,0.09,0.21,0.08,37.34,300.42,300.42,296.27,302.6,298.3,11.22,78.18,17.7,28.06,33.3,23.9,20
iq,2000-10-16,0.27,0.19,0.37,0.28,25.21,299.21,301.15,294.01,311.8,292.3,9.9,75.54,15.53,27.78,36.0,21.0,1
iq,2000-10-23,0.37,0.31,0.46,0.33,49.25,299.54,301.1,294.71,310.2,291.9,23.3,76.94,16.2,28.0,34.6,20.0,0
sj,2000-10-23,0.15,0.23,0.15,0.09,62.57,300.02,299.97,295.73,302.6,298.0,15.3,77.44,17.12,27.14,31.1,23.3,9
sj,2000-10-30,0.19,0.17,0.19,0.11,80.61,300.26,300.24,296.5,302.4,298.4,20.3,80.01,17.99,27.54,32.2,23.3,20
iq,2000-10-30,0.3,0.21,0.3,0.28,67.64,299.44,300.82,295.27,312.2,292.4,20.2,79.43,16.87,27.6,35.5,21.1,0
iq,2000-11-06,0.27,0.15,0.35,0.23,51.83,300.75,301.81,295.28,310.4,294.3,19.2,74.8,16.85,28.18,35.2,21.5,0
sj,2000-11-06,0.11,0.03,0.16,0.04,77.9,299.06,299.09,293.64,301.9,295.9,28.8,72.68,15.26,25.87,30.6,21.7,28
iq,2000-11-13,0.1,0.04,0.2,0.06,39.25,301.64,302.61,294.23,311.8,294.2,3.6,67.19,15.88,29.02,36.4,21.7,0
sj,2000-11-13,0.1,0.01,0.16,0.06,6.3,299.19,299.21,293.45,301.7,295.9,2.1,70.98,14.99,26.33,30.0,22.2,38
iq,2000-11-20,0.17,0.29,0.3,0.17,55.91,300.87,301.91,293.06,311.1,293.6,11.2,66.04,14.77,27.7,36.5,21.5,0
sj,2000-11-20,0.14218700475435816,0.03,0.21,0.1,0.0,299.92,299.86,294.66,301.6,297.5,7.18,72.93,16.04,26.87,30.6,22.8,30
sj,2000-11-27,0.12,0.14,0.2,0.14,11.07,299.62,299.64,295.39,301.2,298.0,24.8,77.65,16.75,26.3,29.4,22.8,30
iq,2000-11-27,0.25,0.25,0.32,0.32,20.65,299.23,301.26,294.72,310.0,293.5,14.5,78.89,16.24,27.05,34.2,21.0,0
iq,2000-12-04,0.17,0.18,0.25,0.19,24.53,300.24,301.03,293.31,312.2,292.0,1.7,68.56,14.9,28.0,34.0,22.0,0
sj,2000-12-04,0.12,0.08,0.12,0.05,19.69,299.7,299.73,295.4,301.5,297.9,6.8,77.36,16.77,26.81,31.1,22.8,23
sj,2000-12-11,0.0,0.09,0.1,-0.02,0.0,299.27,299.38,293.88,301.3,297.5,3.99,72.26,15.25,25.91,31.1,21.7,16
iq,2000-12-11,0.34,0.32,0.35,0.3,111.06,298.76,300.34,294.52,311.4,291.9,48.76,80.41,16.1,26.62,33.8,21.0,1
sj,2000-12-18,0.06,0.05,0.04,-0.06,0.0,298.58,298.59,294.13,300.4,296.7,37.39,76.53,15.46,25.39,28.9,21.7,22
iq,2000-12-18,0.27,0.17,0.23,0.3,3.9,300.41,302.0,291.09,311.2,294.6,5.7,60.64,13.19,28.2,35.0,21.0,0
sj,2000-12-25,-0.13,-0.06,0.17,0.09,40.35,298.37,298.31,293.89,300.3,296.4,12.34,76.32,15.26,25.47,29.4,21.1,17
iq,2001-01-01,0.25,0.23,0.25,0.29,59.11,297.96,298.99,296.99,305.5,293.2,64.6,94.96,18.67,27.33,33.3,21.8,0
sj,2001-01-01,0.0,0.01,0.21,0.2,0.0,298.48,298.44,294.03,301.2,295.6,1.3,76.51,15.44,25.13,30.0,20.6,28
sj,2001-01-08,0.09,0.1,0.2,0.16,49.81,298.62,298.79,293.69,300.9,296.3,1.0,74.34,15.08,25.31,30.6,21.1,14
iq,2001-01-08,0.3,0.2,0.27,0.27,69.85,298.04,299.41,294.35,309.8,292.5,22.98,82.35,15.86,27.0,33.2,20.7,0
sj,2001-01-15,0.14218700475435816,0.02,0.19,0.18,0.0,297.83,297.99,292.41,300.7,295.5,1.1,71.94,13.92,25.07,30.6,19.4,17
iq,2001-01-15,0.17,0.1,0.26,0.18,149.71,298.37,300.24,295.06,308.7,294.0,24.92,84.18,16.6,27.05,33.0,20.5,0
iq,2001-01-22,0.24,0.19,0.13,0.23,50.02,295.72,296.67,294.59,301.8,292.3,88.03,94.06,16.07,25.72,31.2,20.0,0
sj,2001-01-22,0.04,0.05,0.22,0.23,0.0,298.02,298.2,293.36,299.9,296.6,10.24,75.38,14.73,24.96,29.4,20.6,20
iq,2001-01-29,0.34,0.26,0.33,0.37,87.18,295.3,296.1,294.41,302.2,292.2,80.95,95.41,15.86,26.43,33.0,20.0,0
sj,2001-01-29,0.01,0.04,0.24,0.2,23.78,297.97,298.16,294.05,300.7,295.5,32.36,79.03,15.38,25.24,30.6,21.1,17
sj,2001-02-05,0.14218700475435816,-0.01,0.16,0.16,10.73,297.88,297.99,292.98,299.7,296.1,11.2,74.34,14.41,25.0,29.4,21.1,10
iq,2001-02-05,0.23,0.16,0.2,0.23,31.93,295.51,296.13,293.41,303.6,292.5,16.4,89.08,14.95,27.35,34.2,21.7,0
sj,2001-02-12,-0.04,0.01,0.16,0.17,0.0,297.93,298.16,293.38,299.9,296.3,22.28,75.85,14.75,25.34,29.4,21.1,13
iq,2001-02-12,0.16,0.14,0.15,0.16,66.84,295.37,296.49,294.44,304.4,292.3,37.96,94.88,15.93,26.3,33.0,21.0,0
iq,2001-02-19,0.14,0.08,0.13,0.18,16.17,296.07,296.98,294.73,304.4,290.6,34.18,92.84,16.25,26.93,33.2,21.0,0
sj,2001-02-19,0.22,0.15,0.23,0.21,0.0,297.82,298.04,292.67,299.7,296.7,3.02,73.07,14.1,24.76,28.9,19.4,20
sj,2001-02-26,0.45,0.31,0.34,0.27,0.0,297.15,297.24,292.82,299.0,295.5,25.89,76.91,14.27,24.81,28.3,21.7,9
iq,2001-02-26,0.31,0.23,0.22,0.29,47.14,297.04,298.31,295.77,305.1,293.7,26.96,93.31,17.31,26.56,33.2,20.5,0
sj,2001-03-05,0.25,0.25,0.28,0.26,6.84,297.13,297.36,292.06,300.7,294.4,0.5,73.39,13.67,24.7,31.7,19.4,18
iq,2001-03-05,0.18,0.29,0.21,0.21,118.07,297.62,298.69,296.46,305.8,294.8,83.89,94.09,18.06,27.2,33.3,20.0,0
sj,2001-03-12,0.42,0.42,0.2,0.2,0.0,298.56,298.89,294.03,301.3,295.9,10.5,76.25,15.39,26.7,31.7,22.2,9
iq,2001-03-12,0.21,0.18,0.21,0.2,74.34,296.79,298.13,295.54,309.3,292.8,195.2,94.09,17.07,27.05,34.2,20.0,0
iq,2001-03-19,0.19,0.2,0.16,0.28,90.35,298.7,299.75,295.16,309.7,293.2,32.6,82.8,16.76,27.43,34.1,20.0,0
sj,2001-03-19,0.13,0.06,0.16,0.14,0.0,298.37,298.59,293.05,300.3,296.8,1.69,72.44,14.48,26.33,30.6,21.7,8
sj,2001-03-26,0.14218700475435816,0.27,0.24,0.22,6.11,297.69,297.88,294.17,300.5,295.8,21.55,80.84,15.56,26.04,32.2,21.7,19
iq,2001-03-26,0.16,0.15,0.09,0.13,94.06,296.85,297.6,296.08,303.2,292.8,304.52,95.92,17.67,27.05,34.2,20.0,0
sj,2001-04-02,0.21,0.1,0.14,0.16,0.0,298.87,299.09,293.98,301.0,297.2,3.45,74.43,15.34,27.09,32.2,22.2,11
iq,2001-04-02,0.27,0.31,0.26,0.26,86.46,296.31,297.83,295.7,305.5,292.9,91.43,96.74,17.21,27.16,35.0,20.5,0
sj,2001-04-09,0.14218700475435816,0.31,0.31,0.28,5.2,298.11,298.26,293.79,299.8,296.3,23.5,77.02,15.15,26.27,30.6,21.7,4
iq,2001-04-09,0.38,0.37,0.34,0.38,80.82,297.18,298.3,296.13,305.5,292.1,110.1,94.6,17.7,26.46,34.0,19.5,0
sj,2001-04-16,0.07,0.08,0.21,0.22,11.84,298.27,298.41,292.98,301.2,295.5,3.59,72.64,14.42,26.7,32.2,22.2,6
iq,2001-04-16,0.31,0.28,0.26,0.41,77.73,297.06,298.15,295.99,305.1,292.8,120.32,94.62,17.52,27.34,33.5,20.4,1
sj,2001-04-23,0.14218700475435816,0.06,0.12,0.11,35.69,298.75,298.84,294.28,301.3,296.7,22.36,76.58,15.63,27.2,33.3,22.8,6
iq,2001-04-23,0.25,0.21,0.27,0.23,78.01,297.96,299.21,295.43,307.8,293.2,78.3,88.15,16.97,27.63,34.3,21.0,0
sj,2001-04-30,0.14218700475435816,-0.11,0.19,0.18,19.98,298.29,298.3,293.68,300.5,296.0,9.03,75.71,15.06,26.76,31.1,22.2,8
iq,2001-04-30,0.25,0.18,0.31,0.26,94.77,297.29,298.65,295.74,305.6,293.1,103.87,92.19,17.31,27.62,35.2,20.5,0
iq,2001-05-07,0.27,0.19,0.2,0.23,45.56,297.14,298.2,296.33,305.1,292.1,85.9,95.82,17.89,26.6,32.7,21.4,0
sj,2001-05-07,0.04,0.07,0.05,0.06,59.89,299.42,299.5,295.37,302.0,297.4,16.8,78.57,16.77,27.49,32.2,22.8,13
iq,2001-05-14,0.32,0.32,0.26,0.3,74.08,297.3,298.31,296.99,305.6,294.7,80.3,98.34,18.64,27.18576786978061,32.5,22.10214979195562,0
sj,2001-05-14,0.1,0.09,0.2,0.18,77.36,299.13,299.26,295.86,301.7,297.3,78.1,82.35,17.27,27.86,32.2,24.4,8
sj,2001-05-21,0.09,0.08,0.17,0.17,35.54,299.95,299.99,295.35,302.2,297.6,2.0,76.07,16.73,28.83,33.9,23.3,8
iq,2001-05-21,0.3,0.38,0.18,0.27,70.81,296.92,297.96,295.83,305.6,293.0,53.1,94.71,17.37,27.43,34.2,20.5,1
iq,2001-05-28,0.3,0.3,0.32,0.39,90.07,296.85,298.0,295.18,304.8,291.8,20.3,91.47,16.69,27.25,34.8,20.5,1
sj,2001-05-28,0.06,0.03,0.2,0.17,10.8,299.78,299.84,295.64,302.0,298.0,8.1,78.15,17.0,28.47,32.8,25.0,5
sj,2001-06-04,0.03,0.03,0.17,0.19,61.33,299.94,299.85,295.57,302.2,297.6,5.85,77.16,16.92,28.07,32.8,23.9,16
iq,2001-06-04,0.36,0.18,0.25,0.25,126.46,296.69,297.89,294.46,307.6,291.5,30.63,89.49,15.97,26.87,34.0,19.8,0
iq,2001-06-11,0.32,0.3,0.22,0.22,47.13,295.48,296.44,294.34,302.6,291.9,95.06,94.02,15.78,26.88,33.4,20.0,0
sj,2001-06-11,0.14218700475435816,0.03,0.27,0.22,21.93,300.42,300.4,295.89,302.6,298.2,7.0,76.43,17.25,28.51,33.9,23.9,12
sj,2001-06-18,-0.03,-0.01,0.12,0.13,63.35,299.92,299.86,295.21,302.0,297.4,7.02,75.46,16.56,27.73,31.7,23.9,11
iq,2001-06-18,0.1,0.11,0.06,0.11,53.93,296.0,297.32,293.65,305.2,291.0,13.45,88.17,15.13,26.4,33.2,20.5,1
sj,2001-06-25,0.02,-0.06,0.2,0.19,37.72,300.54,300.49,296.25,302.9,298.5,13.37,77.62,17.64,28.63,33.3,23.9,18
iq,2001-06-25,0.19,0.28,0.32,0.33,1.22,294.85,296.0,290.57,306.1,288.4,1.82,79.32,12.46,27.18576786978061,32.3,17.1,0
iq,2001-07-02,0.23,0.19,0.27,0.24,52.1,295.8,297.05,292.75,305.0,291.3,23.6,84.86,14.3,26.5,33.2,20.0,0
sj,2001-07-02,-0.02,0.09,0.21,0.19,85.42,300.21,300.28,296.35,302.5,298.1,28.1,79.58,17.75,28.23,32.8,24.4,10
sj,2001-07-09,-0.08,0.03,0.2,0.18,21.89,300.64,300.66,296.35,302.4,298.2,13.5,77.58,17.74,28.34,31.7,23.9,22
iq,2001-07-09,0.36,0.31,0.26,0.44,39.09,295.81,297.02,293.44,307.2,290.3,16.7,88.32,14.93,27.35,33.5,19.5,0
sj,2001-07-16,0.01,0.07,0.2,0.2,49.38,300.37,300.37,296.09,303.1,298.1,18.3,77.59,17.47,28.11,32.8,22.8,14
iq,2001-07-16,0.32,0.21,0.19,0.36,52.05,297.56,298.93,294.12,307.9,291.1,18.0,84.25,15.61,26.77,32.8,21.0,0
iq,2001-07-23,0.29,0.25,0.22,0.33,54.52,296.82,298.22,294.99,306.0,292.0,38.29,90.81,16.51,27.37,34.0,21.2,0
sj,2001-07-23,-0.02,0.01,0.19,0.18,35.85,300.56,300.56,296.36,303.0,298.6,21.24,78.06,17.77,28.59,33.9,23.9,16
sj,2001-07-30,0.03,0.11,0.13,0.14,73.2,300.4,300.46,296.36,302.7,298.6,50.34,78.67,17.76,28.06,32.2,23.3,18
iq,2001-07-30,0.24,0.2,0.19,0.13,27.97,297.29,299.18,293.45,308.1,289.8,9.71,82.23,14.99,26.52,34.0,18.4,0
sj,2001-08-06,0.25,0.2,0.19,0.19,40.4,300.71,300.71,296.9,302.6,299.2,32.62,79.71,18.33,27.93,32.2,23.9,27
iq,2001-08-06,0.2,0.24,0.22,0.2,0.0,298.54,300.14,291.39,308.7,291.0,0.2,66.66,13.16,27.1,33.5,17.8,0
sj,2001-08-13,0.09,0.13,0.2,0.21,29.0,300.74,300.86,297.38,302.9,298.8,50.46,82.09,18.89,28.64,32.2,25.6,38
iq,2001-08-13,0.28,0.27,0.27,0.37,5.14,298.4,299.79,292.02,309.7,292.0,0.0,69.48,13.72,27.12,33.4,20.0,0
sj,2001-08-20,0.02,0.01,0.2,0.2,40.3,300.79,300.76,297.23,302.7,298.4,62.4,81.08,18.75,28.97,32.8,25.6,35
iq,2001-08-20,0.24,0.19,0.21,0.25,9.97,298.44,299.81,294.02,308.8,291.7,30.1,78.39,15.51,27.6,34.2,20.0,0
iq,2001-08-27,0.23,0.2,0.23,0.26,47.58,298.75,300.51,293.73,311.2,293.0,16.9,76.96,15.25,27.2,35.2,20.0,0
sj,2001-08-27,0.14218700475435816,0.13057692307692306,0.22,0.2,132.53,300.76,300.74,296.4,303.1,298.7,44.3,77.35,17.82,28.27,32.8,23.3,41
sj,2001-09-03,-0.03,0.07,0.28,0.27,68.85,300.75,300.77,296.73,303.2,298.9,23.4,78.83,18.19,27.9,32.2,23.3,51
iq,2001-09-03,0.31,0.24,0.19,0.34,44.45,298.69,300.52,294.91,311.2,291.7,39.8,81.99,16.44,27.38,34.3,20.8,0
sj,2001-09-10,0.2,0.24,0.37,0.38,9.73,300.81,300.86,296.45,303.3,297.9,14.7,77.41,17.9,28.37,32.2,23.9,65
iq,2001-09-10,0.31,0.25,0.3,0.43,36.2,298.67,300.12,294.12,311.5,290.9,19.6,78.96,15.66,27.38,35.2,20.1,0
iq,2001-09-17,0.35,0.34,0.36,0.35,66.4,297.96,299.42,294.6,309.0,292.9,65.54,84.03,16.1,27.52,35.0,20.2,0
sj,2001-09-17,-0.04,0.05,0.17,0.13,10.01,301.07,301.09,296.7,303.4,298.8,12.9,77.24,18.18,28.09,33.3,23.9,55
sj,2001-09-24,0.1,0.12,0.25,0.25,84.76,300.74,300.79,296.44,303.1,298.7,19.69,77.56,17.9,27.97,32.8,23.9,54
iq,2001-09-24,0.33,0.39,0.29,0.32,26.48,298.71,300.91,294.3,310.4,291.7,21.9,79.37,15.89,27.25,33.4,20.3,0
iq,2001-10-01,0.33,0.27,0.24,0.44,63.42,299.55,300.71,294.77,311.0,291.8,32.6,78.33,16.34,28.3,35.5,20.4,0
sj,2001-10-01,0.16,0.09,0.24,0.18,20.8,301.26,301.28,296.96,303.8,299.1,16.4,77.63,18.48,29.23,34.4,24.4,62
iq,2001-10-08,0.42,0.38,0.44,0.55,58.75,299.16,300.29,293.81,312.3,290.8,12.3,74.42,15.33,28.52,36.8,21.8,0
sj,2001-10-08,0.06,0.06,0.21,0.21,27.82,300.93,300.8,296.92,302.6,299.0,42.3,78.89,18.4,28.4,33.3,23.9,64
sj,2001-10-15,0.14218700475435816,0.13057692307692306,0.22,0.16,91.83,300.33,300.3,296.4,302.4,297.8,53.0,79.27,17.88,26.86,32.2,22.8,56
iq,2001-10-15,0.31,0.3,0.35,0.38,77.89,300.31,302.2,294.21,312.9,292.4,49.2,72.16,15.87,27.63,36.7,20.0,0
sj,2001-10-22,-0.01,0.21,0.25,0.22,39.7,300.26,300.3,296.53,302.2,298.4,25.68,80.13,18.01,27.91,32.2,22.8,65
iq,2001-10-22,0.12,0.24,0.18,0.21,77.15,298.58,300.07,296.61,310.6,293.9,114.36,90.27,18.27,28.07,35.0,21.0,0
sj,2001-10-29,-0.02,0.06,0.23,0.16,0.49,300.39,300.42,296.69,302.1,298.2,21.91,80.27,18.16,27.94,31.1,24.4,71
iq,2001-10-29,0.21,0.21,0.21,0.23,83.53,298.34,299.51,295.31,308.8,292.0,46.46,85.57,16.96,27.64,35.8,21.5,0
sj,2001-11-05,0.03,0.01,0.09,0.09,28.03,300.06,300.14,295.32,302.3,297.6,17.86,75.42,16.75,26.73,32.2,20.0,75
iq,2001-11-05,0.36,0.28,0.31,0.37,34.54,298.51,299.75,296.2,309.7,292.5,164.74,89.0,17.82,27.52,34.4,21.3,0
iq,2001-11-12,0.28,0.23,0.28,0.3,61.82,298.85,300.58,296.2,310.5,294.0,181.2,87.48,17.8,28.44,34.5,21.0,0
sj,2001-11-12,0.09,0.11,0.2,0.21,287.55,299.42,299.44,295.88,303.3,297.2,133.93,81.08,17.31,26.59,33.3,22.2,71
sj,2001-11-19,0.17,0.19,0.22,0.23,45.8,299.35,299.73,295.56,302.5,297.3,18.9,79.86,16.97,26.53,31.1,22.8,72
iq,2001-11-19,0.33,0.33,0.34,0.44,65.89,299.12,300.49,296.75,309.5,294.2,56.3,88.84,18.45,27.58,33.7,20.8,1
sj,2001-11-26,0.22,0.23,0.22,0.2,9.43,298.91,298.96,293.95,302.3,296.7,7.81,74.34,15.41,26.34,29.4,22.8,47
iq,2001-11-26,0.3,0.36,0.31,0.37,47.46,298.56,299.64,295.81,310.0,294.4,31.5,87.38,17.43,28.23,35.3,21.8,1
iq,2001-12-03,0.33,0.23,0.3,0.35,46.86,298.75,300.22,295.98,308.5,294.6,158.5,87.24,17.6,28.42,35.5,21.2,1
sj,2001-12-03,-0.05,-0.04,0.1,0.09,43.91,298.25,298.26,293.24,300.8,295.1,13.2,74.04,14.77,25.29,31.1,20.6,27
iq,2001-12-10,0.33,0.24,0.32,0.31,138.22,298.25,299.59,297.5,305.8,293.9,72.94,96.12,19.31,27.84,35.0,21.0,2
sj,2001-12-10,0.01,0.1,0.2,0.18,31.01,299.06,299.05,295.76,300.7,297.5,33.78,82.17,17.19,26.31,29.4,22.8,35
iq,2001-12-17,0.22,0.22,0.21,0.18,43.95,298.56,299.68,297.21,309.3,295.1,85.9,93.95,18.97,27.08,32.9,21.0,4
sj,2001-12-17,0.02,0.06,0.07,0.05,91.66,298.43,298.35,295.51,300.0,296.8,100.6,84.01,16.92,25.6,29.4,22.8,25
iq,2001-12-24,0.3,0.34,0.29,0.34,100.72,298.24,299.35,297.51,306.7,294.7,109.64,96.36,19.3,27.35,33.3,22.0,1
sj,2001-12-24,0.18,0.14,0.22,0.2,72.18,298.43,298.5,295.8,301.0,296.8,35.2,85.51,17.23,25.67,30.0,22.8,19
iq,2002-01-07,0.41,0.35,0.37,0.38,70.16,297.13,297.87,296.06,304.5,292.5,109.8,94.59,17.62,27.95,33.2,23.0,4
sj,2002-01-07,0.05,0.08,0.2,0.14,0.0,298.96,299.1,294.48,300.5,297.1,2.5,76.43,15.81,25.53,30.0,20.6,37
iq,2002-01-14,0.33,0.38,0.41,0.38,64.79,300.01,301.27,294.91,309.8,294.8,5.5,76.6,16.48,28.97,35.4,21.0,11
sj,2002-01-14,0.11,0.29,0.25,0.18,0.0,298.45,298.51,294.84,301.0,296.8,13.8,80.57,16.18,25.46,29.4,21.7,38
sj,2002-01-21,0.06,0.05,0.2,0.16,0.0,298.55,298.56,294.15,300.6,296.2,1.21,76.73,15.52,25.33,29.4,21.1,34
iq,2002-01-21,0.24,0.15,0.28,0.2,22.77,299.88,300.91,294.61,309.4,291.8,4.7,75.2,16.16,28.8,36.0,22.0,16
iq,2002-01-28,0.1,0.15,0.11,0.14,121.07,298.92,299.88,295.11,308.7,293.2,19.91,81.53,16.68,27.94,35.8,21.0,23
sj,2002-01-28,0.03,0.07,0.13,0.15,0.0,298.32,298.51,294.21,299.9,297.1,12.44,78.08,15.55,26.21,30.6,22.2,26
sj,2002-02-04,0.14218700475435816,0.13057692307692306,0.20376569037656908,0.20244769874476987,0.0,298.2,298.35,293.85,300.1,296.3,10.8,76.92,15.19,25.66,29.4,21.7,19
iq,2002-02-04,0.14218700475435816,0.13057692307692306,0.20376569037656908,0.20244769874476987,59.4,296.86,297.9,296.14,304.2,294.1,43.12,96.27,17.69,26.3,32.5,20.8,12
sj,2002-02-11,-0.07,0.05,0.16,0.11,0.0,297.72,297.81,293.34,299.6,296.3,24.0,76.72,14.73,24.97,28.9,20.6,18
iq,2002-02-11,0.18,0.17,0.17,0.18,4.68,295.91,296.69,295.23,304.2,292.0,69.96,96.64,16.72,26.62,34.0,20.8,14
sj,2002-02-18,0.05,0.09,0.25,0.2,0.0,297.99,298.06,293.37,299.7,295.6,3.6,75.58,14.75,25.41,29.4,20.6,22
iq,2002-02-18,0.29,0.22,0.31,0.37,104.37,297.85,299.29,296.54,304.7,294.5,33.3,93.44,18.15,27.85,33.6,20.8,18
sj,2002-02-25,0.05,0.06,0.22,0.18,0.0,298.1,298.24,293.55,300.6,296.1,3.9,75.93,14.93,25.79,31.7,21.1,16
iq,2002-02-25,0.13,0.12,0.1,0.13,37.46,297.7,299.02,296.12,305.5,293.9,49.43,92.05,17.69,27.02,33.5,21.0,8
sj,2002-03-04,0.03,0.1,0.14,0.16,0.0,297.17,297.24,292.0,300.5,294.9,12.8,73.15,13.59,25.2,30.0,21.1,18
iq,2002-03-04,0.12,0.18,0.09,0.21,80.14,297.06,298.19,296.51,305.0,294.5,201.2,97.16,18.13,26.7,32.2,20.5,7
